task_id,occupation,berufenet_id,sector,label_5cat,task_text_en,task_text_de,skill_1_id,skill_1_en,skill_1_de,skill_1_rel,skill_2_id,skill_2_en,skill_2_de,skill_2_rel,skill_3_id,skill_3_en,skill_3_de,skill_3_rel,n_skills
BN_2412,Interior Architect,100517.0,other,stays_with_you,Implement design work.,Entwurfsarbeiten umsetzen.,SK-DIG-007,CAD & Technical Design,CAD und technische Konstruktion,0.85,SK-TEC-001,Engineering Design,Ingenieurmäßige Konstruktion,0.7,,,,,2
BN_2413,Interior Architect,100517.0,other,high_ai_potential,Issue energy certificates for owners.,Energieausweise für Eigentümer ausstellen.,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.9,SK-DOM-001,Legal Knowledge & Application,Rechtskenntnisse und -anwendung,0.85,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.75,3
BN_2414,Interior Architect,100517.0,other,high_ai_potential,Write reports on design project progress.,Gutachten schreiben.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.95,SK-COG-001,Critical Thinking,Kritisches Denken,0.8,SK-COG-013,Evaluating Processes & Systems,Prozesse und Systeme bewerten,0.75,3
BN_2415,Internal Service Manager,6866.0,other,ai_assisted,Lead and control workflows.,Arbeitsabläufe leiten und kontrollieren,SK-OPS-002,Operations Management,Betriebsmanagement,0.9,SK-DIG-015,Automation & Digital Workflows,Automatisierung und digitale Abläufe,0.75,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.75,3
BN_2416,Internal Service Manager,6866.0,other,ai_assisted,"Determine staffing needs, plan, and organize employee deployment.","Personalbedarf feststellen, planen und den Einsatz der Mitarbeiter organisieren",SK-COG-003,Planning & Organizing,Planen und Organisieren,0.95,SK-COG-012,Resource Management,Ressourcenmanagement,0.85,SK-SOC-017,Recruitment & Talent Management,Personalgewinnung und Talentmanagement,0.75,3
BN_2417,Internal Service Manager,6866.0,other,ai_assisted,Organize collaboration with other departments and support field staff,Zusammenarbeit mit anderen Abteilungen und dem Außendienst organisieren und Außendienstmitarbeiter unterstützen,SK-SOC-021,Coordinating Across Teams,Teamübergreifend koordinieren,0.9,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,SK-SOC-006,Teamwork & Collaboration,Teamarbeit und Zusammenarbeit,0.75,3
BN_2418,Internal Service Manager,6866.0,other,ai_assisted,"meet deadlines, costs, and quality requirements","Termine, Kosten und Qualitätsanforderungen einhalten",SK-OPS-007,Project Management,Projektmanagement,0.9,SK-COG-017,Budget & Financial Management,Budget- und Finanzmanagement,0.85,SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.8,3
BN_2419,Internal Service Manager,6866.0,other,ai_assisted,Conduct market analyses and assist with marketing strategies,Marktanalysen durchführen und bei Marketingstrategien mitarbeiten,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.9,SK-COG-009,Strategic Thinking,Strategisches Denken,0.85,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.8,3
BN_2420,Internal Service Manager,6866.0,other,ai_assisted,Maintain customer and business relationships.,Kunden und Geschäftsbeziehungen pflegen,SK-SOC-011,Stakeholder Management,Stakeholder-Management,0.9,SK-SOC-009,Customer Service,Kundenbetreuung,0.8,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,0.75,3
BN_2421,Internal Service Manager,6866.0,other,stays_with_you,Build new business relationships and maintain existing ones,Neue Geschäftsbeziehungen aufbauen und bestehende pflegen,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,0.9,SK-SOC-009,Customer Service,Kundenbetreuung,0.75,,,,,2
BN_2422,Internal Service Manager,6866.0,other,ai_assisted,Create offers and handle complaints,Angebote erstellen und Reklamationen bearbeiten,SK-OPS-022,Customer Complaint Handling,Beschwerdemanagement,0.95,SK-SOC-009,Customer Service,Kundenbetreuung,0.85,SK-SOC-020,Contract Management,Vertragsmanagement,0.8,3
BN_2423,Internal Service Manager,6866.0,other,stays_with_you,Conduct hiring and personnel interviews.,Einstellungs- und Personalgespräche führen,SK-SOC-017,Recruitment & Talent Management,Personalgewinnung und Talentmanagement,0.95,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.85,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.75,3
BN_2424,Stage Manager,8414.0,other,stays_with_you,lead and supervise the process of a stage performance.,den Ablauf einer Bühnenaufführung leiten und überwachen.,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.85,SK-SOC-005,Team Leadership,Teamführung,0.8,SK-OPS-012,Event & Program Management,Veranstaltungs- und Programmmanagement,0.75,3
BN_2425,Stage Manager,8414.0,other,stays_with_you,check the stage for safety and proper setup before the show.,vor der Vorstellung die Bühne auf Sicherheit und richtige Einrichtung überprüfen.,SK-TEC-008,Occupational Safety & Health,Arbeitsschutz und Gesundheit,0.95,SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.85,SK-COG-010,Risk Assessment,Risikobewertung,0.7,3
BN_2426,Stage Manager,8414.0,other,stays_with_you,make sure all performers and staff are present and ready.,"sicherstellen, dass alle Darsteller und Mitarbeiter anwesend und bereit sind.",SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,SK-OPS-012,Event & Program Management,Veranstaltungs- und Programmmanagement,0.75,SK-SOC-021,Coordinating Across Teams,Teamübergreifend koordinieren,0.7,3
BN_2427,Stage Manager,8414.0,other,stays_with_you,signal the start of the show and the breaks.,den Beginn der Vorstellung und die Pausen einläuten.,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.8,,,,,,,,,1
BN_2428,Stage Manager,8414.0,other,stays_with_you,open and close the curtain and trigger special effects.,den Vorhang öffnen und schließen sowie Spezialeffekte auslösen.,SK-DIG-016,AV & Media Technology,AV- und Medientechnik,0.9,,,,,,,,,1
BN_2429,Stage Manager,8414.0,other,stays_with_you,call the performers to the stage at the right time.,die Darsteller zum richtigen Zeitpunkt auf die Bühne rufen.,SK-COG-022,Time Management,Zeitmanagement,0.9,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.8,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.75,3
BN_2430,Stage Manager,8414.0,other,stays_with_you,"control technical work of lighting, sound, and stage technology from the prompt desk.","technische Arbeiten der Licht-, Ton- und Bühnentechnik vom Inspizientenpult aus steuern.",SK-DIG-016,AV & Media Technology,AV- und Medientechnik,0.9,SK-OPS-002,Operations Management,Betriebsmanagement,0.8,SK-TEC-002,Electrical & Electronic Systems,Elektrische und elektronische Systeme,0.7,3
BN_2431,Stage Manager,8414.0,other,stays_with_you,record director's notes and technical instructions in the prompt book.,Anmerkungen der Regie und technische Anweisungen ins Inspizientenbuch eintragen.,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.9,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.8,,,,,2
BN_2432,Stage Manager,8414.0,other,ai_assisted,note processes and changes during the breaks.,Abläufe und Änderungen während der Pausen notieren.,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.9,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.75,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.7,3
BN_2433,Stage Manager,8414.0,other,stays_with_you,discuss with the team and the assistant director.,sich mit dem Team und der Regieassistenz besprechen.,SK-SOC-006,Teamwork & Collaboration,Teamarbeit und Zusammenarbeit,0.85,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.8,,,,,2
BN_2434,Stage Manager,8414.0,other,high_ai_potential,write a report for the theater management about special incidents during the performance.,einen Bericht für die Theaterleitung über besondere Vorkommnisse während der Aufführung verfassen.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.95,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.8,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.75,3
BN_2435,Integration Manager,138558.0,other,stays_with_you,Support refugees and migrants in integrating into Germany.,Flüchtlinge und Migranten bei der Integration in Deutschland unterstützen.,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.9,SK-SOC-022,Empathy & Care,Einfühlungsvermögen und Fürsorge,0.85,SK-SOC-015,Intercultural Competence,Interkulturelle Kompetenz,0.8,3
BN_2436,Integration Manager,138558.0,other,ai_assisted,Determine the needs of refugees and migrants.,Den Bedarf von Flüchtlingen und Migranten ermitteln.,SK-COG-008,Research & Analysis,Recherche und Analyse,0.85,SK-SOC-022,Empathy & Care,Einfühlungsvermögen und Fürsorge,0.8,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.75,3
BN_2437,Integration Manager,138558.0,other,ai_assisted,Create integration plans and regularly check goals.,Integrationspläne erstellen und Ziele regelmäßig überprüfen.,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.9,SK-COG-009,Strategic Thinking,Strategisches Denken,0.8,SK-OPS-007,Project Management,Projektmanagement,0.75,3
BN_2438,Integration Manager,138558.0,other,ai_assisted,Help in finding suitable language courses.,Bei der Suche nach geeigneten Sprachkursen helfen.,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.85,SK-COG-004,Decision Making,Entscheidungsfindung,0.7,,,,,2
BN_2439,Integration Manager,138558.0,other,ai_assisted,Provide information about the German education system.,Informationen über das deutsche Bildungssystem bereitstellen.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.85,SK-COG-008,Research & Analysis,Recherche und Analyse,0.8,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.7,3
BN_2440,Integration Manager,138558.0,other,ai_assisted,Show points of contact for the job market and housing search.,Anlaufstellen für den Arbeitsmarkt und die Wohnungssuche zeigen.,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.85,,,,,,,,,1
BN_2441,Integration Manager,138558.0,other,ai_assisted,Support with questions about social and health services.,Bei Fragen zum Sozial- und Gesundheitswesen unterstützen.,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.85,SK-SOC-022,Empathy & Care,Einfühlungsvermögen und Fürsorge,0.75,,,,,2
BN_2442,Integration Manager,138558.0,other,stays_with_you,Offer opportunities for social participation.,Möglichkeiten zur gesellschaftlichen Teilhabe anbieten.,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.9,SK-COG-019,Taking Initiative,Eigeninitiative zeigen,0.7,,,,,2
BN_2443,Integration Manager,138558.0,other,stays_with_you,Collaborate with authorities and social institutions.,Mit Behörden und sozialen Einrichtungen zusammenarbeiten.,SK-SOC-006,Teamwork & Collaboration,Teamarbeit und Zusammenarbeit,0.85,SK-DOM-010,Public Administration,Öffentliche Verwaltung,0.8,SK-SOC-011,Stakeholder Management,Stakeholder-Management,0.7,3
BN_2444,Integration Manager,138558.0,other,ai_assisted,Communicate with social service providers.,Mit Sozialleistungsträgern kommunizieren.,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.9,SK-SOC-011,Stakeholder Management,Stakeholder-Management,0.75,,,,,2
BN_2445,Integration Manager,138558.0,other,ai_assisted,Refer to the right places for recognition of qualifications.,Bei der Anerkennung von Abschlüssen an die richtigen Stellen verweisen.,SK-DOM-001,Legal Knowledge & Application,Rechtskenntnisse und -anwendung,0.85,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.75,SK-SOC-011,Stakeholder Management,Stakeholder-Management,0.7,3
BN_2446,Integration Manager,138558.0,other,stays_with_you,Offer office hours for refugees and migrants.,Sprechstunden für Flüchtlinge und Migranten anbieten.,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.9,SK-SOC-022,Empathy & Care,Einfühlungsvermögen und Fürsorge,0.85,,,,,2
BN_2447,Integration Manager,138558.0,other,stays_with_you,"Connect refugees with clubs, like sports clubs.","Flüchtlinge in Vereine, wie Sportvereine, vermitteln.",SK-SOC-015,Intercultural Competence,Interkulturelle Kompetenz,0.9,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.8,SK-SOC-011,Stakeholder Management,Stakeholder-Management,0.7,3
BN_2448,Integration Manager,138558.0,other,ai_assisted,Provide support with bureaucratic tasks.,Bei bürokratischen Aufgaben Unterstützung bieten.,SK-OPS-008,Administrative Support,Verwaltung und Büroorganisation,0.9,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.75,SK-DIG-009,Office & Productivity Software,Büro- und Produktivitätssoftware,0.7,3
BN_2449,Integration Manager,138558.0,other,ai_assisted,Help with applications and explain forms.,Bei der Antragstellung helfen und Formulare erklären.,SK-DOM-010,Public Administration,Öffentliche Verwaltung,0.85,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.8,SK-OPS-008,Administrative Support,Verwaltung und Büroorganisation,0.75,3
BN_2450,Integration Manager,138558.0,other,automatable,Assist with scheduling appointments.,Bei der Terminvereinbarung unterstützen.,SK-OPS-008,Administrative Support,Verwaltung und Büroorganisation,0.9,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.75,,,,,2
BN_2451,Integration Manager,138558.0,other,stays_with_you,Work as an intercultural mediator.,Als interkultureller Vermittler arbeiten.,SK-SOC-015,Intercultural Competence,Interkulturelle Kompetenz,0.95,SK-SOC-004,Conflict Resolution,Konfliktlösung,0.85,SK-SOC-022,Empathy & Care,Einfühlungsvermögen und Fürsorge,0.75,3
BN_2452,Integration Manager,138558.0,other,ai_assisted,Plan and carry out projects for intercultural understanding.,Projekte zur interkulturellen Verständigung planen und durchführen.,SK-SOC-015,Intercultural Competence,Interkulturelle Kompetenz,0.95,SK-OPS-007,Project Management,Projektmanagement,0.85,SK-OPS-012,Event & Program Management,Veranstaltungs- und Programmmanagement,0.8,3
BN_2453,Integration Manager,138558.0,other,ai_assisted,Conduct press and public relations work.,Presse- und Öffentlichkeitsarbeit durchführen.,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.85,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.8,SK-SOC-016,Persuasion & Influence,Überzeugen und Einfluss nehmen,0.75,3
BN_2454,Artistic Director,8384.0,management,ai_assisted,lead the artistic and technical operation of theaters and opera houses.,den künstlerischen und technischen Betrieb von Theatern und Opernhäusern leiten.,SK-OPS-002,Operations Management,Betriebsmanagement,0.9,SK-TEC-015,Artistic & Creative Production,Künstlerische und kreative Produktion,0.85,SK-SOC-005,Team Leadership,Teamführung,0.8,3
BN_2455,Artistic Director,8384.0,management,ai_assisted,set performance schedules and programs together with dramaturges and music directors.,Spielpläne und Programme zusammen mit Dramaturgen und Musikdirektoren festlegen.,SK-OPS-012,Event & Program Management,Veranstaltungs- und Programmmanagement,0.9,SK-COG-004,Decision Making,Entscheidungsfindung,0.85,SK-SOC-021,Coordinating Across Teams,Teamübergreifend koordinieren,0.8,3
BN_2456,Artistic Director,8384.0,management,stays_with_you,Recruit and hire artists like directors and actors.,Künstler wie Regisseure und Schauspieler anwerben und verpflichten.,SK-SOC-017,Recruitment & Talent Management,Personalgewinnung und Talentmanagement,0.95,SK-SOC-020,Contract Management,Vertragsmanagement,0.7,,,,,2
BN_2457,Artistic Director,8384.0,management,stays_with_you,Read and discuss scripts and concepts.,Drehbücher und Konzepte lesen und besprechen.,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.85,,,,,,,,,1
BN_2458,Artistic Director,8384.0,management,ai_assisted,lead the financial operation of theaters and opera houses.,den wirtschaftlichen Betrieb von Theatern und Opernhäusern leiten.,SK-OPS-002,Operations Management,Betriebsmanagement,0.9,SK-COG-017,Budget & Financial Management,Budget- und Finanzmanagement,0.85,SK-COG-007,Financial Analysis,Finanzanalyse,0.8,3
BN_2459,Artistic Director,8384.0,management,stays_with_you,Negotiate fees and contracts.,Gagen und Verträge verhandeln.,SK-SOC-003,Negotiation,Verhandlungsführung,0.95,SK-SOC-020,Contract Management,Vertragsmanagement,0.85,SK-SOC-016,Persuasion & Influence,Überzeugen und Einfluss nehmen,0.75,3
